Age,Experience,Income,Family ,CCAvg,Mortgage,PersonalLoan
27,3,112,3,2.5,389,reject
62,38,123,1,2.9,0,reject
51,24,78,1,2.67,0,reject
56,30,59,3,0.8,159,reject
56,30,78,3,1.7,0,reject
44,19,49,4,1.9,89,reject
46,19,82,3,2.67,0,reject
56,32,125,3,0.6,342,accept
56,30,185,1,2.9,0,reject
57,33,163,1,7.4,0,reject
31,6,19,4,1.1,104,reject
65,41,115,4,1.7,0,reject
31,7,81,2,2,0,reject
36,10,93,1,2.8,0,reject
56,30,111,4,0.3,372,accept
52,27,184,1,8.1,0,reject
42,18,50,4,2.2,0,reject
55,30,55,3,1.7,0,reject
49,24,13,1,0.4,101,reject
51,25,29,4,0.1,0,reject
26,2,72,4,2.6,0,reject
32,7,83,1,2.6,0,reject
54,29,98,1,0.1,0,reject
50,24,43,4,0.1,0,reject
59,33,34,1,0.2,0,reject
61,36,10,4,0.4,0,reject
43,19,201,2,6.67,0,reject
39,14,85,3,1.2,107,reject
56,26,50,3,1.4,0,reject
38,14,91,2,0,0,reject
25,-1,112,2,2,241,reject
42,17,98,2,0.4,275,reject
42,18,115,1,0.3,0,reject
50,26,22,4,0.5,112,reject
56,30,101,3,1.7,0,reject
43,18,83,2,3.8,112,reject
60,35,52,3,0.5,0,reject
42,16,191,3,4.8,0,accept
57,33,134,4,0.9,198,accept
48,24,54,1,1.6,186,reject
37,11,69,3,2.1,0,reject
57,32,64,3,1.6,0,reject
62,32,53,4,1.67,142,reject
39,9,118,2,6,246,accept
38,13,19,2,1.4,120,reject
54,28,31,2,0.4,0,reject
45,21,63,1,0.8,245,reject
39,15,25,1,1.4,0,reject
45,19,22,1,0.2,0,reject
62,38,78,1,1.8,0,reject
43,19,81,1,0.3,218,reject
30,6,41,1,2.4,0,reject
35,10,62,3,2.3,0,reject
58,34,35,1,1.2,0,reject
44,19,30,1,0.6,0,reject
56,29,51,3,1,0,reject
28,2,140,2,2,0,reject
64,39,73,3,2.4,185,reject
63,39,40,4,1.2,0,reject
44,20,69,1,0.8,0,reject
34,9,191,1,4.8,0,accept
50,24,82,3,3,0,reject
51,25,181,1,3.3,589,accept
30,4,38,1,1.9,0,reject
55,31,23,2,0.2,0,reject
57,33,55,1,1.8,0,reject
43,19,58,2,3.2,0,reject
61,36,29,2,0.5,0,reject
49,23,39,4,2.6,0,reject
52,28,39,3,1.9,83,reject
57,33,30,3,1.5,151,reject
53,23,58,4,2,0,reject
52,28,62,1,1.8,231,reject
39,15,62,4,2.4,86,reject
58,34,19,1,1.2,0,reject
36,12,38,1,1.5,0,reject
45,21,84,4,2,0,reject
30,5,78,1,2.6,0,reject
49,25,22,4,0.2,83,reject
44,20,81,4,2,277,reject
43,17,32,3,0.5,0,reject
42,18,89,4,0.8,184,reject
29,4,121,2,3.3,0,reject
28,2,42,1,1.5,0,reject
50,24,130,1,1,0,reject
44,19,30,4,0,0,reject
52,26,114,1,4.9,0,reject
28,4,155,1,6.33,0,reject
62,38,50,2,1.1,0,reject
34,10,34,1,1.5,111,reject
45,20,94,3,0.5,0,reject
52,26,114,2,2.4,0,reject
43,18,89,3,0.5,108,reject
54,24,49,1,1.4,0,reject
64,38,115,1,2,0,reject
27,3,148,1,1.5,397,reject
42,17,72,4,1.1,203,reject
28,2,114,4,2.1,0,reject
47,22,11,2,0,78,reject
39,13,63,4,0.2,242,reject
29,3,113,2,0.2,0,reject
39,13,80,2,1.8,0,reject
41,15,54,3,0.5,0,reject
37,11,32,2,1.4,0,reject
41,17,11,1,1,0,reject
45,19,141,1,2.4,0,reject
52,26,84,3,3,0,reject
58,33,18,3,0.1,110,reject
31,5,20,2,0.3,0,reject
26,1,55,4,1.7,175,reject
31,7,31,4,0.4,79,reject
42,17,114,2,0.4,0,reject
56,31,52,3,2,0,reject
52,28,18,1,0.3,120,reject
59,35,55,1,1.8,0,reject
32,8,29,1,0.2,76,reject
46,22,30,3,0.5,0,reject
52,28,38,2,0.8,0,reject
30,5,122,2,3.1,0,reject
32,8,183,1,6,0,reject
35,11,41,1,2.4,0,reject
49,24,38,1,1.4,0,reject
54,30,61,1,1.8,0,reject
56,32,103,3,4,0,accept
48,22,80,2,2.4,0,reject
28,2,22,1,0.1,0,reject
44,17,128,2,3.25,0,accept
30,4,142,3,4.2,359,accept
44,20,124,1,4.7,0,reject
30,4,44,1,1.9,143,reject
47,23,170,2,6.5,0,accept
64,39,75,4,0.1,0,reject
48,21,78,3,2,0,reject
63,38,31,1,1.1,125,reject
25,0,99,1,1.9,323,reject
61,36,41,2,1.5,0,reject
46,21,39,4,0,0,reject
57,31,51,1,1.4,0,reject
40,15,52,3,0.8,113,reject
49,19,169,3,5.67,167,accept
30,5,141,1,0.8,0,reject
41,17,93,4,0.8,218,reject
42,15,14,3,1,0,reject
63,39,160,2,2.1,0,reject
43,17,44,1,0.2,0,reject
59,34,33,3,0.2,0,reject
46,20,103,4,4.8,0,accept
33,3,71,4,1.8,236,reject
55,29,55,1,0.2,151,reject
36,12,113,4,0.2,0,accept
47,20,79,3,2,185,reject
59,33,80,2,0.7,0,reject
38,12,179,2,0,380,reject
42,17,9,2,0,0,reject
30,3,61,4,2,0,reject
63,38,111,2,3.9,207,reject
60,35,80,3,0.5,0,reject
62,37,32,3,0.2,0,reject
49,23,83,1,0.3,0,reject
59,33,91,4,1.9,329,reject
36,10,29,4,1,0,reject
46,19,19,3,0.67,0,reject
35,8,52,2,1,0,reject
50,24,150,1,7.3,0,reject
51,25,32,2,0.4,0,reject
41,16,91,3,0.5,0,reject
45,20,180,3,8.5,535,accept
41,17,121,1,0.3,0,reject
57,32,25,2,0.2,0,reject
51,25,102,1,0.3,0,reject
52,28,44,4,0.9,107,reject
43,16,161,3,8,0,accept
63,38,134,3,4,0,accept
28,4,43,1,1.8,0,reject
43,18,94,4,1.1,0,reject
41,15,29,2,0.8,98,reject
34,8,38,4,0.2,0,reject
28,3,120,1,0.8,170,reject
58,32,85,2,2,161,reject
39,15,89,2,1.9,0,reject
49,23,25,1,1.4,0,reject
33,8,20,3,1.3,83,reject
37,12,125,2,3.9,0,reject
33,7,18,1,0.6,0,reject
28,3,173,2,6.7,222,reject
54,29,34,4,0.1,0,reject
63,38,159,4,4.9,111,accept
57,31,55,3,2.5,219,reject
56,30,32,2,0.4,0,reject
54,29,65,4,1.8,0,reject
29,5,83,3,1.5,0,reject
41,16,30,2,1.4,0,reject
58,32,180,1,2.9,0,reject
61,37,13,2,0.3,0,reject
30,4,35,4,0.8,0,reject
62,37,95,3,0.5,0,reject
52,28,83,1,0,0,reject
29,3,39,4,0.2,137,reject
46,20,54,1,0.7,154,reject
52,27,81,1,1.3,293,reject
40,16,53,4,2,0,reject
49,23,119,1,7.3,398,reject
34,9,160,4,8,0,accept
35,11,21,2,1,0,reject
26,2,40,1,1,0,reject
65,40,69,4,0.1,0,reject
52,27,45,1,1.3,0,reject
32,7,55,4,2,0,reject
31,7,38,1,0.2,0,reject
36,9,44,4,1,101,reject
50,24,45,3,0.6,117,reject
36,12,84,1,0.8,0,reject
51,27,188,2,6.9,343,accept
39,9,29,3,2,151,reject
53,29,95,1,2.7,0,reject
50,25,79,1,2.9,307,reject
31,4,41,1,2,0,reject
53,23,19,4,0.4,84,reject
48,23,75,4,3.6,0,reject
57,31,64,3,2.5,208,reject
47,21,174,4,3.2,0,accept
55,29,54,2,2.3,93,reject
37,11,14,3,0.1,113,reject
59,35,94,1,3.8,272,reject
53,29,10,2,0.4,0,reject
31,6,145,1,0.8,84,reject
35,5,203,1,10,0,accept
25,-1,81,2,1.6,0,reject
37,13,153,2,6.5,0,reject
40,14,58,4,0.2,0,reject
31,5,49,4,1.8,0,reject
62,38,132,1,2.9,0,reject
41,17,85,4,0.2,229,reject
56,32,85,3,2.67,0,reject
47,23,178,1,6.5,0,accept
28,4,104,3,2.5,0,reject
60,34,40,1,1.6,0,reject
27,2,103,1,1.9,120,reject
57,33,25,2,1,0,reject
62,36,69,2,1.7,0,reject
57,31,30,3,1.4,0,reject
44,17,70,3,2.67,0,reject
31,7,15,3,0.9,0,reject
31,5,125,2,1.3,0,reject
39,13,50,3,0.5,0,reject
41,17,44,1,0.3,0,reject
41,17,38,4,2.2,180,reject
55,29,64,3,0.8,119,reject
28,2,9,1,0.1,0,reject
35,9,44,3,0.9,89,reject
44,20,93,4,0.8,101,reject
44,19,83,4,0.4,141,reject
40,14,179,2,0,0,reject
65,40,40,1,1.1,0,reject
35,10,58,4,0.7,232,reject
55,31,74,3,2.67,0,reject
55,31,15,1,0.2,0,reject
59,35,11,2,1,0,reject
39,15,41,1,2,176,reject
50,24,68,1,1.5,120,reject
45,15,28,1,0.75,0,reject
50,26,115,1,1.2,0,accept
65,40,83,4,0.1,247,reject
36,11,40,2,1.1,166,reject
57,32,113,1,0.1,0,reject
53,27,89,1,0.8,0,reject
28,4,38,4,1.6,0,reject
55,31,62,4,1.5,0,reject
56,31,65,3,1.7,109,reject
33,6,168,3,5.67,0,accept
57,32,40,3,1.7,0,reject
27,3,30,1,1,80,reject
27,3,20,4,1,0,reject
54,30,58,2,3.2,0,reject
48,22,150,1,7.3,193,reject
62,38,54,1,0.8,0,reject
41,16,19,2,0.3,105,reject
62,38,30,3,0.1,128,reject
40,14,123,1,5.2,0,reject
32,8,45,1,2.4,0,reject
62,38,154,1,2.9,0,reject
35,11,93,2,2.7,0,reject
25,0,71,4,0.2,78,reject
50,25,83,4,3.1,0,accept
61,35,99,1,4.8,255,accept
43,17,55,3,2.2,0,reject
52,28,38,4,0.9,95,reject
39,13,74,3,0.9,155,reject
33,3,69,4,1.8,0,reject
27,3,104,2,2.5,184,reject
27,0,38,4,1,154,reject
32,8,25,3,0.9,0,reject
65,40,162,1,1.3,0,reject
55,29,64,4,2.6,0,reject
52,27,30,2,0.7,0,reject
39,13,52,3,0.5,0,reject
35,11,42,1,1.5,0,reject
39,15,79,2,1.8,219,reject
34,10,34,1,1.7,164,reject
30,5,123,2,3.1,0,reject
37,12,160,2,3.3,0,reject
41,14,51,3,2.33,0,reject
31,7,108,1,4,0,reject
37,13,158,2,2.3,0,accept
49,23,68,1,1.5,0,reject
58,33,42,2,1.6,0,reject
45,15,32,1,0.75,105,reject
40,14,22,2,1.4,0,reject
34,8,29,2,2,0,reject
62,36,183,2,3.4,0,accept
54,30,69,1,1.6,0,reject
26,2,92,2,0.2,0,reject
54,30,40,2,1,0,reject
29,4,9,4,0.5,86,reject
48,23,128,1,0.6,0,reject
27,3,110,2,0.2,294,reject
42,18,171,2,8,0,reject
25,1,13,4,1,95,reject
45,19,25,2,0.1,102,reject
34,9,123,1,1.6,0,accept
51,27,33,4,0.2,83,reject
51,24,189,4,4.75,0,accept
60,35,34,1,0.3,0,reject
59,35,58,1,0,0,reject
49,24,51,1,1.3,98,reject
50,25,29,2,1.3,0,reject
41,16,111,2,0.4,0,reject
49,24,43,4,1.9,0,reject
50,25,130,1,0.6,311,reject
63,37,20,2,0.4,76,reject
63,37,101,2,2.8,0,reject
33,7,48,4,2.2,207,reject
38,12,180,1,2.8,158,accept
64,40,92,2,0,185,reject
36,10,33,3,0.9,0,reject
58,33,51,2,1.9,0,reject
39,14,31,2,1.4,94,reject
46,22,83,1,2.7,0,reject
61,37,45,1,0.8,0,reject
53,27,89,1,0.8,146,reject
28,3,193,3,4,0,accept
64,40,89,1,3.8,0,reject
48,24,162,4,3.3,446,accept
38,13,9,2,0.3,0,reject
52,22,58,4,2,223,reject
65,40,80,1,0.8,0,reject
59,33,73,2,1.7,0,reject
45,20,41,1,0.3,0,reject
53,28,74,3,2,0,reject
38,12,29,2,1.4,0,reject
54,24,25,4,0.4,115,reject
25,1,98,1,5.4,0,reject
61,35,59,4,1.7,0,reject
48,23,43,4,1.9,0,reject
46,22,72,4,1.4,149,reject
36,11,183,1,3,0,accept
46,20,134,1,5.7,146,reject
59,33,140,2,0.5,262,reject
59,35,39,1,1.8,0,reject
36,12,35,4,0.4,0,reject
63,37,141,2,6.9,0,reject
51,24,23,1,0.5,0,reject
30,5,134,1,0,0,reject
48,22,35,1,1.4,0,reject
55,29,42,4,2.5,0,reject
41,17,81,4,0.2,167,reject
26,0,14,4,0.4,94,reject
41,17,45,1,1.8,172,reject
54,28,79,3,1.7,150,reject
57,31,53,1,0.8,120,reject
54,28,33,2,0.7,0,reject
35,11,190,3,3.1,266,accept
60,34,60,1,2.5,103,reject
63,37,8,1,0.8,97,reject
41,14,38,3,1,150,reject
46,22,154,1,5,0,reject
31,5,54,4,2.2,0,reject
58,32,41,3,1.4,0,reject
59,35,25,2,0.3,75,reject
46,22,53,2,1.7,109,reject
33,9,79,1,0.1,0,reject
56,31,13,4,0.9,76,reject
47,23,130,2,1.4,0,reject
59,33,93,2,0.7,0,reject
24,0,82,3,0.8,0,reject
39,14,15,2,0.3,92,reject
30,3,150,4,5,0,accept
55,29,131,2,0.7,0,accept
47,21,28,3,1.5,0,reject
35,11,9,4,0.7,0,reject
47,23,88,4,1.4,0,reject
38,13,143,1,4.1,0,reject
38,13,168,2,1.3,0,accept
27,3,105,1,3,0,accept
42,18,62,3,2.1,0,reject
26,2,51,4,2.6,0,reject
60,34,101,3,4.4,0,reject
27,3,90,3,0.8,0,reject
27,1,83,4,2.1,0,reject
40,15,21,2,0,0,reject
40,16,115,1,3.4,0,reject
29,3,172,4,4.4,0,accept
30,6,32,2,1,0,reject
30,4,204,2,4.5,0,reject
47,23,34,4,0.6,0,reject
33,7,30,2,2,132,reject
57,32,31,3,1.3,0,reject
38,14,90,2,2.7,0,reject
54,28,79,4,2.6,0,reject
47,23,22,4,0.6,0,reject
48,22,114,1,2.4,0,accept
62,36,42,1,0.5,128,reject
30,6,29,1,0.2,90,reject
35,11,72,3,2.6,0,reject
59,35,68,1,1.8,95,reject
38,13,78,4,0.7,0,reject
47,23,90,1,2.7,323,reject
57,33,170,2,2.1,0,accept
42,17,14,2,0.1,0,reject
39,15,129,2,1.9,0,reject
53,23,39,3,1,87,reject
27,3,82,2,0.2,0,reject
59,35,31,3,0.4,0,reject
48,24,9,4,0.5,0,reject
62,37,15,3,0.1,91,reject
66,41,70,3,2.2,0,reject
38,13,84,4,0.7,0,reject
42,17,155,1,7,0,reject
47,21,89,2,0.8,0,reject
27,2,170,3,4.7,0,accept
32,7,185,2,6.7,0,reject
37,13,82,2,2.2,0,reject
56,31,60,3,1.7,0,reject
39,13,58,2,2.4,0,reject
36,12,29,1,1.33,81,reject
32,6,32,2,0.3,0,reject
62,37,115,4,3.4,0,reject
48,22,83,2,2.4,0,reject
58,32,54,3,0.3,0,reject
27,2,112,4,1.8,0,reject
52,26,182,2,1.4,0,accept
54,30,112,2,6.8,0,reject
31,5,129,3,5.9,319,accept
60,34,23,1,0.8,112,reject
34,9,198,2,3,422,reject
46,22,84,4,2,0,reject
41,15,39,3,0.5,0,reject
62,37,129,1,1.3,0,reject
31,7,113,2,2,315,reject
41,11,35,1,0.75,114,reject
55,30,85,1,0.1,0,reject
45,19,73,4,2.9,0,reject
51,25,70,1,0.8,0,reject
27,2,130,3,4.4,192,accept
30,4,39,1,1.5,0,reject
31,5,72,4,1.8,242,reject
61,37,68,4,2.3,0,reject
40,16,35,1,1.4,0,reject
45,21,61,3,0.7,0,reject
45,21,69,4,1.9,0,reject
37,13,59,1,3.6,0,reject
34,8,99,2,4.5,217,reject
43,16,201,1,10,0,accept
42,18,130,2,7.5,0,reject
56,31,72,3,2,0,reject
33,9,44,1,1.2,0,reject
36,10,91,1,1.5,289,reject
62,37,92,3,0.5,310,reject
58,34,55,1,0.8,168,reject
65,40,20,3,0.5,102,reject
65,40,89,1,4.1,299,accept
52,26,59,2,1.5,239,reject
64,39,8,3,0.1,87,reject
51,25,85,4,4.9,0,reject
59,35,94,1,4.3,76,reject
52,28,22,2,0.4,0,reject
55,31,74,2,3.2,0,reject
46,19,59,3,2.67,0,reject
61,36,12,4,0.6,0,reject
35,9,8,1,0.4,0,reject
56,31,74,3,1.6,0,reject
31,5,184,4,3.4,0,accept
44,19,34,4,0,0,reject
53,27,63,2,0.8,0,reject
36,12,123,2,5.6,0,accept
27,1,85,2,1.6,0,reject
36,12,109,3,0.5,0,accept
40,15,31,1,0.6,0,reject
39,13,61,2,2.4,90,reject
59,35,88,2,1.6,0,reject
43,18,22,2,0.3,0,reject
30,4,63,4,2.2,0,reject
26,1,80,4,0.2,0,reject
48,22,78,3,2.1,0,reject
50,24,45,4,0.1,93,reject
33,7,51,4,2.1,0,reject
32,6,111,2,1.5,0,reject
34,10,45,3,2.8,153,reject
33,9,184,2,4.8,0,accept
32,5,41,2,1,112,reject
55,30,69,4,1.3,0,reject
58,33,23,3,0.2,0,reject
47,23,160,2,6.67,0,reject
30,5,61,1,0.8,251,reject
42,18,110,2,6.1,182,reject
40,16,50,2,0.6,0,reject
33,9,49,1,2.4,0,reject
46,20,185,4,7.5,428,accept
63,39,52,2,1.1,0,reject
62,37,53,2,2.8,0,reject
43,17,125,4,3.5,0,accept
31,5,72,3,1.6,0,reject
28,2,51,4,1.8,0,reject
64,39,23,3,0.5,0,reject
27,1,41,1,1.9,0,reject
33,9,41,3,2,108,reject
39,12,138,1,4.67,0,accept
44,20,138,2,3.3,0,reject
53,28,14,4,0.8,0,reject
42,18,145,2,8,505,reject
44,17,25,3,1,0,reject
34,10,43,1,1.7,142,reject
47,22,93,1,0.2,309,reject
53,29,90,2,0.3,217,reject
62,36,41,2,1,154,reject
61,36,169,2,6.1,106,accept
42,17,63,2,2.2,0,reject
48,21,23,3,0.67,95,reject
38,13,140,4,0.5,0,accept
41,15,75,1,1.5,0,reject
57,32,13,4,0.9,78,reject
31,7,10,1,0.5,81,reject
39,15,100,1,0.8,0,reject
48,22,85,3,1.1,203,reject
55,31,73,3,2.67,219,reject
29,4,130,2,6.7,0,reject
47,22,65,3,2.7,0,reject
61,36,59,4,1.7,148,reject
60,34,31,2,1,0,reject
34,10,134,1,4,0,reject
45,21,11,4,0.2,106,reject
60,35,32,1,0.3,80,reject
25,0,53,2,1.6,0,reject
41,17,28,1,0.7,0,reject
63,37,44,2,1,0,reject
63,39,40,1,0.8,118,reject
43,19,40,3,0.6,0,reject
58,32,163,2,0.5,400,reject
50,25,82,1,1.3,0,reject
38,12,89,4,1.4,0,reject
54,30,78,4,1.6,0,reject
61,36,55,3,0.9,197,reject
29,5,34,4,0.4,0,reject
39,12,108,4,3.67,301,accept
33,7,58,4,2.2,0,reject
23,-1,73,4,2.6,0,reject
56,31,54,4,2.1,0,reject
54,30,45,4,0.9,0,reject
37,11,123,1,2.3,0,accept
38,12,93,1,5.2,267,reject
34,9,102,4,2.2,0,reject
53,29,39,3,1.5,0,reject
65,40,114,4,3.4,0,reject
62,37,29,1,0.3,0,reject
51,25,30,3,0.6,144,reject
31,5,22,1,0.6,0,reject
64,38,38,2,0.3,186,reject
39,15,41,2,1.7,0,reject
28,3,161,4,1.7,422,accept
60,35,38,3,0.5,0,reject
47,23,25,1,0.9,0,reject
25,1,70,4,2.6,218,reject
44,19,201,2,8.8,0,reject
51,26,42,2,0.6,0,reject
31,7,64,1,1.2,0,reject
32,7,28,4,1.1,0,reject
51,25,119,1,4.9,208,reject
25,1,28,1,1,0,reject
43,19,60,3,2.1,0,reject
54,29,23,1,1.5,0,reject
34,8,164,4,7.4,0,accept
54,30,39,2,0.8,0,reject
42,17,19,2,0,85,reject
46,20,72,2,0.8,0,reject
62,37,41,3,0.9,0,reject
31,5,32,2,0.3,130,reject
30,5,69,1,0.8,0,reject
52,28,23,3,0.4,0,reject
35,9,44,4,0.2,0,reject
60,36,32,3,0.4,165,reject
58,34,25,2,0.3,123,reject
24,-2,80,2,1.6,0,reject
40,16,83,1,0.8,230,reject
49,23,133,1,7.3,0,reject
43,18,89,1,0.1,307,reject
33,7,81,2,4.5,187,reject
36,11,44,2,1.1,85,reject
62,36,119,2,2,0,reject
57,32,39,4,0.9,147,reject
64,38,40,2,1,0,reject
52,26,79,3,0.8,183,reject
54,28,30,4,0.7,0,reject
40,14,179,1,2.6,0,accept
30,5,178,2,6.7,0,reject
55,30,82,4,3.8,0,reject
39,13,50,2,2.4,0,reject
55,30,64,2,1.9,0,reject
28,4,129,1,1.5,0,reject
44,18,68,4,2.9,0,reject
46,21,30,1,1.4,112,reject
61,36,48,3,1.5,0,reject
61,36,130,1,1.3,257,reject
45,20,40,1,0.5,0,reject
38,14,105,2,1.9,0,reject
29,3,41,4,0.2,0,reject
52,28,168,3,6.5,118,accept
38,14,80,2,2.7,0,reject
28,3,134,2,3.1,0,reject
34,9,49,1,2.5,0,reject
35,9,63,2,1.8,0,reject
46,22,70,4,1.9,212,reject
63,37,32,3,0.7,141,reject
33,9,14,3,0.9,114,reject
38,14,111,2,6.1,326,reject
53,27,38,4,2.8,144,reject
