sellerRating,Duration,ClosePrice,OpenPrice,currencyUS,currencyGBP,currencyEUR,competitive
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3249,5,0.01,0.01,1,0,0,no
3115,7,0.01,0.01,1,0,0,no
3115,7,0.01,0.01,1,0,0,no
3115,7,0.01,0.01,1,0,0,no
3115,7,0.01,0.01,1,0,0,no
3115,7,0.01,0.01,1,0,0,yes
3115,7,0.01,0.01,1,0,0,yes
37727,7,0.01,0.01,1,0,0,no
3249,5,0.06,0.01,1,0,0,yes
3249,5,0.1,0.01,1,0,0,yes
34343,1,0.11,0.01,1,0,0,yes
3249,5,0.11,0.01,1,0,0,yes
3249,5,0.17,0.01,1,0,0,yes
3249,5,0.17,0.01,1,0,0,yes
3249,5,0.21,0.01,1,0,0,yes
3249,5,0.55,0.01,1,0,0,yes
3249,5,0.55,0.01,1,0,0,yes
3249,5,1.05,0.01,1,0,0,yes
3249,5,1.25,0.01,1,0,0,yes
3249,5,1.25,0.01,1,0,0,yes
3249,5,1.25,0.01,1,0,0,yes
3249,5,1.25,0.01,1,0,0,yes
3249,5,1.29,0.01,1,0,0,yes
3249,5,1.3,0.01,1,0,0,yes
3249,5,1.32,0.01,1,0,0,yes
3249,5,1.32,0.01,1,0,0,yes
3249,5,1.37,0.01,1,0,0,yes
3249,5,1.5,0.01,1,0,0,yes
3249,5,1.58,0.01,1,0,0,yes
3249,5,1.75,0.01,1,0,0,yes
3249,5,2,0.01,1,0,0,yes
3249,5,2,0.01,1,0,0,yes
3249,5,2,0.01,1,0,0,yes
3249,5,2.05,0.01,1,0,0,yes
3249,5,2.13,0.01,1,0,0,yes
3249,5,2.25,0.01,1,0,0,yes
3249,5,2.25,0.01,1,0,0,yes
3249,5,2.3,0.01,1,0,0,yes
3115,7,2.31,0.01,1,0,0,yes
3249,5,2.33,0.01,1,0,0,yes
3249,5,2.8,0.01,1,0,0,yes
3249,5,3,0.01,1,0,0,yes
3249,5,3,0.01,1,0,0,yes
3249,5,3.01,0.01,1,0,0,yes
3249,5,3.06,0.01,1,0,0,yes
3249,5,3.08,0.01,1,0,0,yes
3249,5,3.25,0.01,1,0,0,yes
3249,5,3.25,0.01,1,0,0,yes
3249,5,3.25,0.01,1,0,0,yes
3249,5,3.25,0.01,1,0,0,yes
3249,5,3.26,0.01,1,0,0,yes
3249,5,3.27,0.01,1,0,0,yes
3249,5,3.3,0.01,1,0,0,yes
3249,5,3.31,0.01,1,0,0,yes
3249,5,3.36,0.01,1,0,0,yes
3249,5,3.5,0.01,1,0,0,yes
3249,5,3.55,0.01,1,0,0,yes
3249,5,3.75,0.01,1,0,0,yes
3249,5,3.75,0.01,1,0,0,yes
3249,5,3.76,0.01,1,0,0,yes
3249,5,3.8,0.01,1,0,0,yes
3249,5,3.8,0.01,1,0,0,yes
3249,5,3.84,0.01,1,0,0,yes
3249,5,4.17,0.01,1,0,0,yes
3249,5,4.25,0.01,1,0,0,yes
3249,5,4.25,0.01,1,0,0,yes
3249,5,4.25,0.01,1,0,0,yes
3249,5,4.25,0.01,1,0,0,yes
37727,7,4.26,0.01,1,0,0,yes
3249,5,4.29,0.01,1,0,0,yes
3249,5,4.31,0.01,1,0,0,yes
3249,5,4.4,0.01,1,0,0,yes
3249,5,4.54,0.01,1,0,0,yes
3249,5,4.75,0.01,1,0,0,yes
3249,5,4.9,0.01,1,0,0,yes
3249,5,5,0.01,1,0,0,yes
3249,5,5,0.01,1,0,0,yes
3249,5,5.01,0.01,1,0,0,yes
3249,5,5.5,0.01,1,0,0,yes
3249,5,5.5,0.01,1,0,0,yes
3249,5,5.5,0.01,1,0,0,yes
3249,5,5.52,0.01,1,0,0,yes
3249,5,5.52,0.01,1,0,0,yes
3249,5,6,0.01,1,0,0,yes
3249,5,6.01,0.01,1,0,0,yes
3249,5,6.15,0.01,1,0,0,yes
3249,5,6.18,0.01,1,0,0,yes
3249,5,6.5,0.01,1,0,0,yes
3249,5,6.5,0.01,1,0,0,yes
3249,5,6.5,0.01,1,0,0,yes
3249,5,6.5,0.01,1,0,0,yes
29,7,11.6,0.017846154,0,1,0,yes
3249,5,6.55,0.01,1,0,0,yes
3249,5,6.71,0.01,1,0,0,yes
3249,5,7,0.01,1,0,0,yes
3249,5,7,0.01,1,0,0,yes
3249,5,7,0.01,1,0,0,yes
3249,5,7.05,0.01,1,0,0,yes
3249,5,7.5,0.01,1,0,0,yes
3249,5,7.5,0.01,1,0,0,yes
3249,5,7.5,0.01,1,0,0,yes
3249,5,7.51,0.01,1,0,0,yes
3249,5,7.55,0.01,1,0,0,yes
3249,5,8.01,0.01,1,0,0,yes
3249,5,8.05,0.01,1,0,0,yes
3249,5,8.05,0.01,1,0,0,yes
3249,5,8.26,0.01,1,0,0,yes
3249,5,8.49,0.01,1,0,0,yes
3249,5,8.5,0.01,1,0,0,yes
3249,5,8.5,0.01,1,0,0,yes
3249,5,9.39,0.01,1,0,0,yes
3249,5,9.5,0.01,1,0,0,yes
3249,5,9.99,0.01,1,0,0,yes
3249,5,10,0.01,1,0,0,yes
3249,5,10,0.01,1,0,0,yes
3249,5,10.5,0.01,1,0,0,yes
3249,5,10.5,0.01,1,0,0,yes
3249,5,10.5,0.01,1,0,0,yes
352,7,11.5,0.01,1,0,0,yes
3249,5,11.55,0.01,1,0,0,yes
3249,5,11.71,0.01,1,0,0,yes
3249,5,15.5,0.01,1,0,0,yes
2991,7,0.98,0.534545455,0,1,0,yes
3249,5,18,0.01,1,0,0,yes
3249,5,18.5,0.01,1,0,0,yes
1,5,20.7,0.01,1,0,0,yes
1,5,22,0.01,1,0,0,yes
1,5,23.65,0.01,1,0,0,yes
5450,3,26,0.01,1,0,0,yes
1,5,26,0.01,1,0,0,yes
3249,5,27,0.01,1,0,0,yes
1029,7,1.07,1.07,0,1,0,no
1029,7,1.07,1.07,0,1,0,no
2991,7,2.14,0.535,0,1,0,yes
2991,7,2.16,0.53553719,0,1,0,yes
1,5,43,0.01,1,0,0,yes
1,5,46.02,0.01,1,0,0,yes
30,7,0.7,0.7,1,0,0,no
1029,7,1.25,1.25,0,1,0,no
1029,7,1.25,1.25,0,1,0,no
1029,7,1.25,1.25,0,1,0,no
1029,7,1.25,1.25,0,1,0,yes
70,7,1.86,0.894230769,0,1,0,yes
1,5,52.02,0.01,1,0,0,yes
1,5,61.05,0.01,1,0,0,yes
4,5,62,0.01,1,0,0,yes
2991,7,3.929999999,0.535909091,0,1,0,yes
1029,7,1.7,1.252631579,0,1,0,yes
2991,7,5.180000001,0.535862069,0,1,0,yes
411,3,0.99,0.99,1,0,0,yes
793,3,0.99,0.99,1,0,0,yes
3277,3,0.99,0.99,1,0,0,no
3277,3,0.99,0.99,1,0,0,no
3277,3,0.99,0.99,1,0,0,no
841,5,0.99,0.99,1,0,0,no
841,5,0.99,0.99,1,0,0,no
841,5,0.99,0.99,1,0,0,no
841,5,0.99,0.99,1,0,0,no
841,5,0.99,0.99,1,0,0,yes
2220,5,0.99,0.99,1,0,0,no
109,7,0.99,0.99,1,0,0,no
149,7,1.77,1.77,0,1,0,no
149,7,1.77,1.77,0,1,0,no
215,7,1.77,1.77,0,1,0,no
2695,7,0.99,0.99,1,0,0,no
2695,7,0.99,0.99,1,0,0,no
2695,7,0.99,0.99,1,0,0,no
2695,7,0.99,0.99,1,0,0,no
2695,7,0.99,0.99,1,0,0,no
2991,7,1.77,1.77,0,1,0,no
2991,7,1.77,1.77,0,1,0,no
2991,7,1.77,1.77,0,1,0,no
2991,7,1.77,1.77,0,1,0,no
3380,7,1.77,1.77,0,1,0,no
3380,7,1.77,1.77,0,1,0,yes
3385,7,0.99,0.99,1,0,0,no
4790,7,0.99,0.99,1,0,0,no
743,3,1,1,1,0,0,yes
9,5,1.23,1.23,0,0,1,no
113,5,1,1,1,0,0,no
158,5,1.23,1.23,0,0,1,no
410,5,1.23,1.23,0,0,1,no
666,5,1.23,1.23,0,0,1,no
865,5,1.23,1.23,0,0,1,no
865,5,1.23,1.23,0,0,1,no
1301,5,1.23,1.23,0,0,1,no
27,7,1.23,1.23,0,0,1,no
27,7,1.23,1.23,0,0,1,no
29,7,1.23,1.23,0,0,1,no
41,7,1.23,1.23,0,0,1,no
104,7,1.23,1.23,0,0,1,no
104,7,1.23,1.23,0,0,1,no
858,7,1.23,1.23,0,0,1,no
1317,7,1,1,1,0,0,yes
1515,7,1.23,1.23,0,0,1,no
1550,7,1.23,1.23,0,0,1,no
1550,7,1.23,1.23,0,0,1,no
1550,7,1.23,1.23,0,0,1,no
1550,7,1.23,1.23,0,0,1,no
1550,7,1.23,1.23,0,0,1,no
2162,7,1.23,1.23,0,0,1,no
2162,7,1.23,1.23,0,0,1,yes
5292,7,1.78,1.78,0,1,0,no
5292,7,1.78,1.78,0,1,0,no
23,10,1.23,1.23,0,0,1,no
54,10,1.23,1.23,0,0,1,no
89,10,1.23,1.23,0,0,1,no
100,10,1.23,1.23,0,0,1,no
165,10,1.23,1.23,0,0,1,no
279,10,1.23,1.23,0,0,1,no
684,10,1.23,1.23,0,0,1,no
865,10,1.23,1.23,0,0,1,no
865,10,1.23,1.23,0,0,1,no
865,10,1.23,1.23,0,0,1,no
865,10,1.23,1.23,0,0,1,no
1075,10,1.23,1.23,0,0,1,no
1386,10,1.23,1.23,0,0,1,no
1645,10,1.23,1.23,0,0,1,no
1645,10,1.23,1.23,0,0,1,no
1853,10,1.23,1.23,0,0,1,no
1853,10,1.23,1.23,0,0,1,no
1853,10,1.23,1.23,0,0,1,no
2163,10,1.23,1.23,0,0,1,no
2404,10,1.23,1.23,0,0,1,no
2638,10,1.23,1.23,0,0,1,no
2638,10,1.23,1.23,0,0,1,no
2638,10,1.23,1.23,0,0,1,no
2638,10,1.23,1.23,0,0,1,no
3057,10,1.23,1.23,0,0,1,no
3375,10,1.23,1.23,0,0,1,no
3375,10,1.23,1.23,0,0,1,no
5701,10,1.23,1.23,0,0,1,no
5701,10,1.23,1.23,0,0,1,no
5701,10,1.23,1.23,0,0,1,no
5701,10,1.23,1.23,0,0,1,no
5701,10,1.23,1.23,0,0,1,no
5701,10,1.23,1.23,0,0,1,no
5701,10,1.23,1.23,0,0,1,no
5701,10,1.23,1.23,0,0,1,yes
5701,10,1.23,1.23,0,0,1,yes
2991,7,1.86,1.770576923,0,1,0,yes
2991,7,6.600000001,0.535135135,0,1,0,yes
533,7,112.5,0.01,1,0,0,yes
1,5,112.52,0.01,1,0,0,yes
1386,3,4.75,0.25,1,0,0,yes
53,7,2.14,1.7655,0,1,0,yes
2695,7,1.25,0.99,1,0,0,yes
1124,7,1.25,1,1,0,0,yes
1029,7,3.03,1.425882353,0,1,0,yes
2991,7,8.39,0.535531915,0,1,0,yes
53,7,2.57,1.766875,0,1,0,yes
2991,7,2.57,1.766875,0,1,0,yes
3277,3,1.5,0.99,1,0,0,yes
1550,7,1.840000001,1.226666667,0,0,1,yes
1550,7,1.840000001,1.226666667,0,0,1,yes
1550,7,1.840000001,1.226666667,0,0,1,yes
1550,7,1.840000001,1.226666667,0,0,1,yes
1550,7,1.840000001,1.226666667,0,0,1,yes
743,10,1.840000001,1.226666667,0,0,1,yes
2163,10,1.840000001,1.226666667,0,0,1,yes
5701,10,1.840000001,1.226666667,0,0,1,yes
3380,7,2.23,2.23,0,1,0,no
53,7,2.86,1.769625,0,1,0,yes
2991,7,9.819999998,0.535636364,0,1,0,yes
53,7,3.020000001,1.769112427,0,1,0,yes
53,7,3.03,1.764529412,0,1,0,yes
215,7,3.03,1.764529412,0,1,0,yes
1033,10,2.08,1.230769231,0,0,1,yes
53,7,3.12,1.765028572,0,1,0,yes
53,7,3.389999999,1.766368421,0,1,0,yes
1,5,188.33,0.01,1,0,0,yes
1553,10,1.71,1.71,0,0,1,no
2991,7,11.6,0.535384616,0,1,0,yes
1550,7,2.46,1.23,0,0,1,yes
1550,7,2.46,1.23,0,0,1,yes
1550,7,2.46,1.23,0,0,1,yes
2638,10,2.46,1.23,0,0,1,yes
53,7,3.750000001,1.767857143,0,1,0,yes
1148,3,3.929999999,1.7685,0,1,0,yes
1148,3,3.929999999,1.7685,0,1,0,yes
841,5,2.2,0.99,1,0,0,yes
118,7,3.929999999,1.7685,0,1,0,yes
53,7,3.94,1.764977376,0,1,0,yes
104,7,1.829999999,1.829999999,0,0,1,no
201,7,2.66,2.66,0,1,0,no
945,7,1.49,1.49,1,0,0,no
2731,7,2.66,2.66,0,1,0,no
1553,10,1.829999999,1.829999999,0,0,1,no
3380,7,2.680000001,2.680000001,0,1,0,no
300,10,1.840000001,1.840000001,0,0,1,no
300,10,1.840000001,1.840000001,0,0,1,no
300,10,1.840000001,1.840000001,0,0,1,no
53,7,4.279999999,1.7655,0,1,0,yes
53,7,4.279999999,1.7655,0,1,0,yes
1301,5,3.07,1.228,0,0,1,yes
104,7,3.07,1.228,0,0,1,yes
765,7,3.07,1.228,0,0,1,yes
1386,10,3.07,1.228,0,0,1,yes
15,10,3.089999999,1.231075697,0,0,1,yes
429,3,3.020000001,2.662603551,0,1,0,yes
53,7,4.640000001,1.766769231,0,1,0,yes
77,7,4.82,1.767333333,0,1,0,yes
841,5,2.78,0.99,1,0,0,yes
53,7,5.349999999,1.7655,0,1,0,yes
2731,7,3.57,2.65965,0,1,0,yes
1553,10,2.46,1.8327,0,0,1,yes
221,7,3.69,1.23,0,0,1,yes
41,10,3.69,1.23,0,0,1,yes
41,10,3.69,1.23,0,0,1,yes
268,10,2.46,1.845,0,0,1,yes
5701,10,3.699999999,1.22923588,0,0,1,yes
3057,10,3.750000001,1.229508197,0,0,1,yes
841,5,3.2,0.99,1,0,0,yes
53,7,5.71,1.76653125,0,1,0,yes
53,7,5.71,1.76653125,0,1,0,yes
743,3,3.25,1,1,0,0,yes
2991,7,20.52,0.535304348,0,1,0,yes
170,7,4.300000002,1.228571429,0,0,1,yes
1661,7,4.329999999,1.230113636,0,0,1,yes
104,10,4.430000002,1.230555556,0,0,1,yes
1954,7,6.620000001,1.766522911,0,1,0,yes
293,10,6.620000001,1.766522911,0,1,0,yes
1148,3,6.659999999,1.76766756,0,1,0,yes
2378,3,390,0.01,1,0,0,yes
841,5,4,0.99,1,0,0,yes
5564,7,4,0.99,1,0,0,yes
72,1,2.45,2.45,0,0,1,no
72,1,2.45,2.45,0,0,1,no
105,3,2.45,2.45,0,0,1,no
681,3,2.45,2.45,0,0,1,no
3114,3,1.99,1.99,1,0,0,no
24,7,2.45,2.45,0,0,1,no
70,7,2.45,2.45,0,0,1,no
70,7,2.45,2.45,0,0,1,no
70,7,2.45,2.45,0,0,1,no
70,7,2.45,2.45,0,0,1,no
104,7,2.45,2.45,0,0,1,no
105,7,2.45,2.45,0,0,1,no
205,7,2.45,2.45,0,0,1,no
205,7,2.45,2.45,0,0,1,no
205,7,2.45,2.45,0,0,1,no
205,7,2.45,2.45,0,0,1,no
212,7,1.99,1.99,1,0,0,no
2731,7,3.55,3.55,0,1,0,no
3380,7,3.55,3.55,0,1,0,no
3380,7,3.55,3.55,0,1,0,no
3385,7,1.99,1.99,1,0,0,no
3385,7,1.99,1.99,1,0,0,no
3385,7,1.99,1.99,1,0,0,no
3385,7,1.99,1.99,1,0,0,no
3385,7,1.99,1.99,1,0,0,no
3385,7,1.99,1.99,1,0,0,no
3385,7,1.99,1.99,1,0,0,no
3385,7,1.99,1.99,1,0,0,no
5350,7,2.45,2.45,0,0,1,no
5350,7,2.45,2.45,0,0,1,no
9003,7,1.99,1.99,1,0,0,no
18,10,2.45,2.45,0,0,1,no
18,10,2.45,2.45,0,0,1,no
18,10,2.45,2.45,0,0,1,yes
300,10,2.45,2.45,0,0,1,no
578,10,2.45,2.45,0,0,1,no
578,10,2.45,2.45,0,0,1,no
578,10,2.45,2.45,0,0,1,no
578,10,2.45,2.45,0,0,1,no
578,10,2.45,2.45,0,0,1,no
578,10,2.45,2.45,0,0,1,no
884,10,2.45,2.45,0,0,1,yes
884,10,2.45,2.45,0,0,1,yes
1545,10,2.45,2.45,0,0,1,no
1545,10,2.45,2.45,0,0,1,no
1545,10,2.45,2.45,0,0,1,no
2382,10,2.45,2.45,0,0,1,no
2507,10,2.45,2.45,0,0,1,no
2507,10,2.45,2.45,0,0,1,no
4366,10,2.45,2.45,0,0,1,no
5701,10,2.45,2.45,0,0,1,no
5701,10,2.45,2.45,0,0,1,no
5701,10,2.45,2.45,0,0,1,no
5701,10,2.45,2.45,0,0,1,no
5701,10,2.45,2.45,0,0,1,no
5827,10,2.45,2.45,0,0,1,no
5827,10,2.45,2.45,0,0,1,no
5827,10,2.45,2.45,0,0,1,no
3277,3,2,2,1,0,0,yes
1301,5,4.92,1.23,0,0,1,yes
52,7,2,2,1,0,0,no
130,7,2.46,2.46,0,0,1,no
376,7,3.57,3.57,0,1,0,no
2695,7,2,2,1,0,0,no
2695,7,2,2,1,0,0,no
2695,7,2,2,1,0,0,no
2695,7,2,2,1,0,0,no
2696,7,2,2,1,0,0,no
4390,7,2,2,1,0,0,no
53,7,7.500000001,1.767857143,0,1,0,yes
107,10,7.500000001,1.767857143,0,1,0,yes
53,7,7.51,1.766009501,0,1,0,yes
841,5,4.25,0.99,1,0,0,yes
841,5,4.25,0.99,1,0,0,yes
2162,5,2.24,1.99,1,0,0,yes
3385,7,2.24,1.99,1,0,0,yes
3385,7,2.24,1.99,1,0,0,yes
54,5,5.530000001,1.228888889,0,0,1,yes
1301,7,5.600000001,1.230769231,0,0,1,yes
1301,7,5.660000002,1.230434783,0,0,1,yes
17,7,8.39,1.767255319,0,1,0,yes
1842,10,8.39,1.767255319,0,1,0,yes
2696,7,2.34,2,1,0,0,yes
5703,10,9.57,0.5,1,0,0,yes
2507,7,3.060000001,2.445542169,0,0,1,yes
1545,10,3.060000001,2.445542169,0,0,1,yes
5350,5,3.07,2.44372,0,0,1,yes
205,7,3.07,2.44372,0,0,1,yes
569,10,3.07,2.44372,0,0,1,yes
1545,10,3.07,2.44372,0,0,1,yes
1124,3,2.5,2,1,0,0,yes
83,10,6.470000001,1.230038023,0,0,1,yes
3380,7,4.82,3.552518518,0,1,0,yes
841,5,5.5,0.99,1,0,0,yes
841,5,5.5,0.99,1,0,0,yes
841,5,5.5,0.99,1,0,0,yes
17,7,9.819999998,1.7676,0,1,0,yes
1768,7,9.819999998,1.7676,0,1,0,yes
670,7,9.829999999,1.766188748,0,1,0,yes
3385,7,2.75,1.99,1,0,0,yes
2695,7,2.75,2,1,0,0,yes
442,10,6.76,1.229090909,0,0,1,yes
5701,10,6.76,1.229090909,0,0,1,yes
88,7,9.829999999,1.784029038,0,1,0,yes
3385,7,2.8,1.99,1,0,0,yes
3277,3,2.8,2,1,0,0,yes
526,10,6.890000001,1.230357143,0,0,1,yes
841,5,6.01,0.99,1,0,0,yes
1545,10,3.69,2.4477,0,0,1,yes
1545,10,3.69,2.4477,0,0,1,yes
5701,10,3.69,2.4477,0,0,1,yes
863,10,3.699999999,2.446179401,0,0,1,yes
526,10,7.389999997,1.229617304,0,0,1,yes
1545,10,3.729999999,2.449735973,0,0,1,yes
920,3,7.589999999,1.230145867,0,0,1,yes
105,7,4.44,4.44,0,1,0,no
105,7,4.44,4.44,0,1,0,no
3277,3,6.27,0.99,1,0,0,yes
510,3,2.5,2.5,1,0,0,no
366,5,2.5,2.5,1,0,0,no
1402,7,3.07,3.07,0,0,1,no
300,10,3.870000001,2.444857144,0,0,1,yes
118,7,11.6,1.766769231,0,1,0,yes
548,10,7.979999998,1.229583975,0,0,1,yes
526,10,7.989999999,1.229230769,0,0,1,yes
526,10,7.989999999,1.229230769,0,0,1,yes
433,5,4.059999999,2.44830303,0,0,1,yes
118,7,11.96,1.767223881,0,1,0,yes
105,7,4.8,4.443122676,0,1,0,yes
3277,3,7,0.99,1,0,0,yes
205,7,4.300000002,2.444857144,0,0,1,yes
526,10,8.61,1.23,0,0,1,yes
205,7,4.369999998,2.449661971,0,0,1,yes
35,1,710,0.01,1,0,0,yes
5701,10,4.430000002,2.448805556,0,0,1,yes
17,7,12.94,1.76697931,0,1,0,yes
105,7,5.16,4.445813149,0,1,0,yes
1054,5,9.38,0.77,1,0,0,yes
170,7,9.219999998,1.229333333,0,0,1,yes
225,7,750,0.01,1,0,0,yes
18,10,9.219999998,1.229333333,0,0,1,yes
526,10,9.240000003,1.230359521,0,0,1,yes
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
3385,7,2.75,2.75,1,0,0,no
